"anio","pais","promedio_15_24","promedio_25_59","pond_15_24","pond_25_59"
1950,"América Latina",,,0.353537977967264,0.646462022032736
1950,"América Latina y el Caribe",,,0.35297702224334,0.64702297775666
1950,"Antigua y Barbuda",,,0.322367580005966,0.677632419994034
1950,"Argentina",,,0.294688102395904,0.705311897604096
1950,"Aruba",,,0.338211698351728,0.661788301648272
1950,"Bahamas",,,0.335459749970791,0.664540250029209
1950,"Barbados",,,0.300817106386438,0.699182893613562
1950,"Belice",,,0.34630177127757,0.65369822872243
1950,"Bolivia (Estado Plurinacional de)",,,0.352430975804358,0.647569024195642
1950,"Brasil",,,0.360373419825201,0.639626580174799
1950,"Chile",,,0.374396743210756,0.625603256789244
1950,"Colombia",,,0.380475324450142,0.619524675549858
1950,"Costa Rica",,,0.363349779023787,0.636650220976213
1950,"Cuba",,,0.320911230966358,0.679088769033642
1950,"CuraÃ§ao",,,0.31908883171096,0.68091116828904
1950,"Ecuador",,,0.339519711616875,0.660480288383125
1950,"El Caribe",,,0.340029124421266,0.659970875578734
1950,"El Salvador",,,0.368948168553595,0.631051831446405
1950,"Granada",,,0.355015925893457,0.644984074106543
1950,"Guadalupe",,,0.318587281641033,0.681412718358967
1950,"Guatemala",,,0.387969853820566,0.612030146179434
1950,"Guyana",,,0.334402913884312,0.665597086115688
1950,"Haití",,,0.339399658666534,0.660600341333466
1950,"Honduras",,,0.361776297557679,0.638223702442321
1950,"Islas Vírgenes de los Estados Unidos",,,0.295839868548809,0.704160131451191
1950,"Jamaica",,,0.322709495392211,0.677290504607789
1950,"Martinica",,,0.319679992130954,0.680320007869046
1950,"México",,,0.36541263877073,0.63458736122927
1950,"Nicaragua",,,0.384431040585182,0.615568959414818
1950,"Panamá",,,0.359177148062886,0.640822851937114
1950,"Paraguay",,,0.394765248192198,0.605234751807802
1950,"Perú",,,0.354874473769272,0.645125526230728
1950,"Puerto Rico",,,0.368472321808241,0.631527678191759
1950,"República Dominicana",,,0.399016367483356,0.600983632516644
1950,"San Vicente y las Granadinas",,,0.374899625267666,0.625100374732334
1950,"Santa Lucía",,,0.356130730423338,0.643869269576661
1950,"Suriname",,,0.351363038503811,0.648636961496189
1950,"Trinidad y Tabago",,,0.310482453005504,0.689517546994497
1950,"Uruguay",,,0.292294261643241,0.707705738356759
1950,"Venezuela (República Bolivariana de)",,,0.372605086579347,0.627394913420653
1955,"América Latina",,,0.34669859347823,0.65330140652177
1955,"América Latina y el Caribe",,,0.346314057441405,0.653685942558595
1955,"Antigua y Barbuda",,,0.334491883565702,0.665508116434298
1955,"Argentina",,,0.279236501282263,0.720763498717737
1955,"Aruba",,,0.341747993927565,0.658252006072436
1955,"Bahamas",,,0.329460545978826,0.670539454021174
1955,"Barbados",,,0.292502648263214,0.707497351736786
1955,"Belice",,,0.339460693111062,0.660539306888938
1955,"Bolivia (Estado Plurinacional de)",,,0.347861533476768,0.652138466523232
1955,"Brasil",,,0.354436755581722,0.645563244418278
1955,"Chile",,,0.345662339345788,0.654337660654212
1955,"Colombia",,,0.372243451535772,0.627756548464228
1955,"Costa Rica",,,0.358473649606036,0.641526350393964
1955,"Cuba",,,0.323416195405997,0.676583804594003
1955,"CuraÃ§ao",,,0.311186625418757,0.688813374581243
1955,"Ecuador",,,0.348300172880712,0.651699827119288
1955,"El Caribe",,,0.340048915731482,0.659951084268518
1955,"El Salvador",,,0.370946541662495,0.629053458337505
1955,"Granada",,,0.363279175958373,0.636720824041627
1955,"Guadalupe",,,0.317256345858428,0.682743654141572
1955,"Guatemala",,,0.367996516100936,0.632003483899064
1955,"Guyana",,,0.343012836626959,0.656987163373041
1955,"Haití",,,0.345380747304755,0.654619252695245
1955,"Honduras",,,0.365374674098714,0.634625325901286
1955,"Islas Vírgenes de los Estados Unidos",,,0.298076269458229,0.701923730541771
1955,"Jamaica",,,0.322192676971288,0.677807323028712
1955,"Martinica",,,0.332395802747686,0.667604197252314
1955,"México",,,0.357769234289053,0.642230765710947
1955,"Nicaragua",,,0.377499425871855,0.622500574128145
1955,"Panamá",,,0.36413325306519,0.63586674693481
1955,"Paraguay",,,0.37574599065301,0.62425400934699
1955,"Perú",,,0.359435753625737,0.640564246374263
1955,"Puerto Rico",,,0.361041001843957,0.638958998156043
1955,"República Dominicana",,,0.388575293423649,0.611424706576351
1955,"San Vicente y las Granadinas",,,0.398591812573992,0.601408187426008
1955,"Santa Lucía",,,0.348780026480045,0.651219973519955
1955,"Suriname",,,0.3387017427841,0.6612982572159
1955,"Trinidad y Tabago",,,0.310052526716175,0.689947473283825
1955,"Uruguay",,,0.27784675262778,0.72215324737222
1955,"Venezuela (República Bolivariana de)",,,0.370902342800625,0.629097657199375
1960,"América Latina",,,0.346150864227742,0.653849135772258
1960,"América Latina y el Caribe",,,0.345942251054522,0.654057748945478
1960,"Antigua y Barbuda",,,0.346418884246023,0.653581115753977
1960,"Argentina",,,0.274901502792458,0.725098497207542
1960,"Aruba",,,0.34221464350421,0.65778535649579
1960,"Bahamas",,,0.326486467474456,0.673513532525544
1960,"Barbados",,,0.299274218469428,0.700725781530572
1960,"Belice",,,0.331466486729645,0.668533513270355
1960,"Bolivia (Estado Plurinacional de)",,,0.353512360081126,0.646487639918874
1960,"Brasil",,,0.353358022212479,0.646641977787521
1960,"Chile",,,0.332600744136662,0.667399255863338
1960,"Colombia",,,0.371684605785372,0.628315394214628
1960,"Costa Rica",,,0.358560971604784,0.641439028395216
1960,"Cuba",,,0.324011731475146,0.675988268524854
1960,"CuraÃ§ao",,,0.312667805711496,0.687332194288504
1960,"Ecuador",,,0.35751439725873,0.64248560274127
1960,"El Caribe",,,0.339468579764247,0.660531420235753
1960,"El Salvador",,,0.367178091141722,0.632821908858278
1960,"Granada",,,0.36092101878055,0.639078981219449
1960,"Guadalupe",,,0.308752453206011,0.691247546793989
1960,"Guatemala",,,0.35553910483118,0.64446089516882
1960,"Guyana",,,0.350036942540701,0.6499630574593
1960,"Haití",,,0.348976932602141,0.651023067397859
1960,"Honduras",,,0.363132990632553,0.636867009367447
1960,"Islas Vírgenes de los Estados Unidos",,,0.310870080606923,0.689129919393077
1960,"Jamaica",,,0.321064053219236,0.678935946780764
1960,"Martinica",,,0.343955236929533,0.656044763070467
1960,"México",,,0.362942200522776,0.637057799477224
1960,"Nicaragua",,,0.374193862628741,0.625806137371259
1960,"Panamá",,,0.369556788928979,0.630443211071021
1960,"Paraguay",,,0.381527903785905,0.618472096214095
1960,"Perú",,,0.356807325421582,0.643192674578418
1960,"Puerto Rico",,,0.361787679487258,0.638212320512742
1960,"República Dominicana",,,0.367082632624981,0.632917367375019
1960,"San Vicente y las Granadinas",,,0.373090137147007,0.626909862852993
1960,"Santa Lucía",,,0.360980185786848,0.639019814213151
1960,"Suriname",,,0.335637142579918,0.664362857420082
1960,"Trinidad y Tabago",,,0.336342547623673,0.663657452376327
1960,"Uruguay",,,0.264734265428142,0.735265734571858
