"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"1",1,"Periódico El Tiempo  @ElTiempoGve 33m 33 minutes ago More «Me resultó inaceptable la imposición de funcionarios que no tienen conocimiento», ola de reacciones a renuncia de Urzúa Información General  Reply Retweet Like","Periódico El Tiempo  ","@ElTiempoGve ","2019-07-09",NA,NA,NA,"«Me resultó inaceptable la imposición de funcionarios que no tienen conocimiento», ola de reacciones a renuncia de Urzúa Información General","","","Me, Urzúa, Información, General"
"2",2,"Laleven  @LaloSinTuiter 33m 33 minutes ago More Con la renuncia de Carlos Urzúa les tengo una propuesta inmejorable para el puesto @hacienda_mx Reply Retweet Like","Laleven  ","@LaloSinTuiter ","2019-07-09",NA,NA,NA,"Con la renuncia de Carlos Urzúa les tengo una propuesta inmejorable para el puesto @hacienda_mx","","@hacienda_mx","Con, Carlos, Urzúa"
"3",3,"El Sol de Cuernavaca  @SolDeCuernavaca 33m 33 minutes ago More #Ahora || El presidente del @CCE_MORELOS, Ángel Adame, aplaudió la renuncia de Carlos Urzúa a la Secretaría de Hacienda y Crédito Público Información: Antonela Ladino Imagen: Froylán Trujillo http://bit.ly/2YKsKQv  Reply Retweet Like","El Sol de Cuernavaca  ","@SolDeCuernavaca ","2019-07-09",NA,NA,NA,"#Ahora || El presidente del @CCE_MORELOS, Ángel Adame, aplaudió la renuncia de Carlos Urzúa a la Secretaría de Hacienda y Crédito Público Información: Antonela Ladino Imagen: Froylán Trujillo http://bit.ly/2YKsKQv","#Ahora","@CCE_MORELOS","Ahora, El, Adame, Carlos, Urzúa, Secretaría, Hacienda, Crédito, Público, Información, Antonela, Ladino, Imagen, Froylán, Trujillo, YKsKQv"
"4",4,"Manuel Ibarra  @Manuel_Ibarra 33m 33 minutes ago More Los fachos: ""Todo el gabinete de y @lopezobrador_ no saben lo que están haciendo"" en el país.  Also, los fachos: ""Se va Carlos Urzúa de Hacienda, no puede ser, era el único que sabía, pobre SHCP, estoy llorando, me dueles México"".  El caso es sabotear. Reply Retweet Like 1","Manuel Ibarra  ","@Manuel_Ibarra ","2019-07-09",NA,1,NA,"Los fachos: ""Todo el gabinete de y @lopezobrador_ no saben lo que están haciendo"" en el país.  Also, los fachos: ""Se va Carlos Urzúa de Hacienda, no puede ser, era el único que sabía, pobre SHCP, estoy llorando, me dueles México"".  El caso es sabotear.","","@lopezobrador_","Los, Todo, Also, Se, Carlos, Urzúa, Hacienda, SHCP, México, El"
"5",5,"Jorge Medina  @JorgeMedina1974 33m 33 minutes ago More Este país se dirige al despeñadero  El autoritarismo por encima del Estado de Derecho  Renuncia Carlos Urzúa a la Secretaría de Hacienda  Reply Retweet Like","Jorge Medina  ","@JorgeMedina1974 ","2019-07-09",NA,NA,NA,"Este país se dirige al despeñadero  El autoritarismo por encima del Estado de Derecho  Renuncia Carlos Urzúa a la Secretaría de Hacienda","","","Este, El, Estado, Derecho, Renuncia, Carlos, Urzúa, Secretaría, Hacienda"
"6",6,"Comisión Mexicana de Derechos Humanos  @Comexdh 33m 33 minutes ago More Carlos Urzúa (@CarlosUrzuaSHCP) ha renunciado a su cargo de la Secretaría de Hacienda y Crédito Público (@hacienda_mx): ""Toda política económica debe realizarse con base a la evidencia"" Anunciamos conforme al Derecho Humano a la Información, #InfórmateDDHH Reply Retweet Like","Comisión Mexicana de Derechos Humanos  ","@Comexdh ","2019-07-09",NA,NA,NA,"Carlos Urzúa (@CarlosUrzuaSHCP) ha renunciado a su cargo de la Secretaría de Hacienda y Crédito Público (@hacienda_mx): ""Toda política económica debe realizarse con base a la evidencia"" Anunciamos conforme al Derecho Humano a la Información, #InfórmateDDHH","#InfórmateDDHH","@CarlosUrzuaSHCP, @hacienda_mx","Carlos, Urzúa, Secretaría, Hacienda, Crédito, Público, Toda, Anunciamos, Derecho, Humano, Información, InfórmateDDHH"
"7",7,"Nasdaq  @nasdaqcontinuos 33m 33 minutes ago More Con ustedes Arturo Herrera y su cara de.... confianza? #FelizMartes #AmloElFracasoPresidencial #MorenaDestruyeMexico #urzua #carlosurzua Reply Retweet Like","Nasdaq  ","@nasdaqcontinuos ","2019-07-09",NA,NA,NA,"Con ustedes Arturo Herrera y su cara de.... confianza? #FelizMartes #AmloElFracasoPresidencial #MorenaDestruyeMexico #urzua #carlosurzua","#FelizMartes, #AmloElFracasoPresidencial, #MorenaDestruyeMexico, #urzua, #carlosurzua","","Con, Arturo, Herrera, FelizMartes, AmloElFracasoPresidencial, MorenaDestruyeMexico"
"8",8,"jesusbalmaceda  @jesusbalmaceda 34m 34 minutes ago More #NoticiaDeUltimoMomento El presidente  @lopezobrador_ nombró a Arturo Herrera  Gutiérrez como titular de la Secretaría de Hacienda y Crédito Público (SHCP). Este nombramiento tiene lugar tras la renuncia del secretario de  Hacienda, Carlos Urzúa.  Reply Retweet Like","jesusbalmaceda  ","@jesusbalmaceda ","2019-07-09",NA,NA,NA,"#NoticiaDeUltimoMomento El presidente  @lopezobrador_ nombró a Arturo Herrera  Gutiérrez como titular de la Secretaría de Hacienda y Crédito Público (SHCP). Este nombramiento tiene lugar tras la renuncia del secretario de  Hacienda, Carlos Urzúa.","#NoticiaDeUltimoMomento","@lopezobrador_","NoticiaDeUltimoMomento, El, Arturo, Herrera, Gutiérrez, Secretaría, Hacienda, Crédito, Público, SHCP, Este, Hacienda, Carlos, Urzúa"
"9",9,"Sylvia   🇲🇽  @aivlisca 34m 34 minutes ago More https://diario.mx/juarez/preven-entrega-de-creditos-de-infonavit-a-indocumentados-20190703-1535329.html … ""Discrepancias en materia económica hubo muchas. Algunas de ellas porque en esta administración se han tomado decisiones de política pública sin el suficiente sustento”, argumentó Carlos Urzúa en su renuncia. Reply Retweet Like","Sylvia   ","@aivlisca ","2019-07-09",NA,NA,NA,"🇲🇽https://diario.mx/juarez/preven-entrega-de-creditos-de-infonavit-a-indocumentados-20190703-1535329.html … ""Discrepancias en materia económica hubo muchas. Algunas de ellas porque en esta administración se han tomado decisiones de política pública sin el suficiente sustento”, argumentó Carlos Urzúa en su renuncia.","","","Discrepancias, Algunas, Carlos, Urzúa"
"10",10,"Oscar González  @Oscar_gora 34m 34 minutes ago More Oscar González Retweeted Carlos Urzúa Hace 14 días el presidente de México aseguró: ""No crean que tiene mucha ciencia el gobernar"". Hoy Urzúa es claro: ""...en esta administración se han tomado decisiones de política pública sin el suficiente sustento"". #ElArtedeGobernar Oscar González added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet Like","Oscar González  ","@Oscar_gora ","2019-07-09",NA,NA,NA,"Oscar González Retweeted Carlos Urzúa Hace 14 días el presidente de México aseguró: ""No crean que tiene mucha ciencia el gobernar"". Hoy Urzúa es claro: ""...en esta administración se han tomado decisiones de política pública sin el suficiente sustento"". #ElArtedeGobernar Oscar González added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","#ElArtedeGobernar","@CarlosUrzuaSHCP","Oscar, González, Retweeted, Carlos, Urzúa, Hace, México, No, Hoy, Urzúa, ElArtedeGobernar, Oscar, González, Carlos, Urzúa, Verified, Agradezco, México"
"11",11,"Periódico El Sur  @elsurdeguerrero 34m 34 minutes ago More #ÚltimaHora Pega al peso renuncia de Carlos Urzúa a la SHCP https://bit.ly/30rQJEm  Reply Retweet Like","Periódico El Sur  ","@elsurdeguerrero ","2019-07-09",NA,NA,NA,"#ÚltimaHora Pega al peso renuncia de Carlos Urzúa a la SHCP https://bit.ly/30rQJEm","#ÚltimaHora","","Hora, Pega, Carlos, Urzúa, SHCP, QJEm"
"12",12,"Eliseo M. V.  @gogoMV 34m 34 minutes ago More La política monetaria está  controlada. El cambio en Hacienda, tras la renuncia de Carlos Urzúa y su relevo por Arturo Herrera, es una señal de cambios profundos en la política fiscal. Sin duda vienen cambios interesantes en torno a la eficiencia de la cuenta pública y del Gasto. Reply Retweet Like","Eliseo M","@gogoMV ","2019-07-09",NA,NA,NA,". V.La política monetaria está  controlada. El cambio en Hacienda, tras la renuncia de Carlos Urzúa y su relevo por Arturo Herrera, es una señal de cambios profundos en la política fiscal. Sin duda vienen cambios interesantes en torno a la eficiencia de la cuenta pública y del Gasto.","","","La, El, Hacienda, Carlos, Urzúa, Arturo, Herrera, Sin, Gasto"
"13",13,"Sopitas Verified account  @sopitas 34m 34 minutes ago More ¡CHAAAA! Tras la renuncia de Carlos Urzúa Macías a la Secretaría de Hacienda, el dólar se disparó casi 2% y se encuentra a la venta en ventanillas bancarias en 19.55 pesos   Reply Retweet 1 Like 2","Sopitas Verified account  ","@sopitas ","2019-07-09",1,2,NA,"¡CHAAAA! Tras la renuncia de Carlos Urzúa Macías a la Secretaría de Hacienda, el dólar se disparó casi 2% y se encuentra a la venta en ventanillas bancarias en 19.55 pesos","","","CHAAAA, Tras, Carlos, Urzúa, Macías, Secretaría, Hacienda"
"14",14,"Bazar California  @BazarCalifornia 34m 34 minutes ago More Renuncia Carlos Urzúa a la Secretaría de Hacienda  Reply Retweet Like","Bazar California  ","@BazarCalifornia ","2019-07-09",NA,NA,NA,"Renuncia Carlos Urzúa a la Secretaría de Hacienda","","","Renuncia, Carlos, Urzúa, Secretaría, Hacienda"
"15",15,"Gabo #FIFI  @gabogonzy 34m 34 minutes ago More Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T https://elfinanciero.com.mx/economia/renuncia-carlos-urzua-a-la-secretaria-de-hacienda … Reply Retweet Like","Gabo ","@gabogonzy ","2019-07-09",NA,NA,NA,"#Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T https://elfinanciero.com.mx/economia/renuncia-carlos-urzua-a-la-secretaria-de-hacienda …","#Carlos","","Carlos, Urzúa, Hacienda"
"16",16,"Gerardo Martínez  @GeMartz 34m 34 minutes ago More Dólar se dispara tras renuncia de Urzúa  Reply Retweet Like","Gerardo Martínez  ","@GeMartz ","2019-07-09",NA,NA,NA,"Dólar se dispara tras renuncia de Urzúa","","","Dólar, Urzúa"
"17",17,"INFORME VERACRUZ  @InformeVeracruz 34m 34 minutes ago More ESPERA PAN QUE AMLO VALORE OBSERVACIONES DE URZUA  Reply Retweet Like","INFORME VERACRUZ  ","@InformeVeracruz ","2019-07-09",NA,NA,NA,"ESPERA PAN QUE AMLO VALORE OBSERVACIONES DE URZUA","","","ESPERA, PAN, QUE, AMLO, VALORE, OBSERVACIONES, DE, URZUA"
"18",18,"Armando Talamantes  @TalamantesCNN 34m 34 minutes ago More El plan económico de 2019 (Egresos, Ingresos, Criterios Generales de Política Económica) que regirá a México aunque Urzúa se vaya, lo diseñaron y ejecutarán “funcionarios que no tienen conocimiento de la Hacienda Pública”? (6/9) Reply 1 Retweet Like Show this thread","Armando Talamantes  ","@TalamantesCNN ","2019-07-09",NA,NA,1,"El plan económico de 2019 (Egresos, Ingresos, Criterios Generales de Política Económica) que regirá a México aunque Urzúa se vaya, lo diseñaron y ejecutarán “funcionarios que no tienen conocimiento de la Hacienda Pública”? (6/9)    Show this thread","","","El, Egresos, Ingresos, Criterios, Generales, Política, Económica, México, Urzúa, Hacienda, Pública, Show"
"19",19,"Jose Hoyos   🐍  @Pepe1807 34m 34 minutes ago More Renuncia Carlos Urzúa a la Secretaría de Hacienda; acusa imposiciones....  Renuncia que ya se veía venir....  https://www.eluniversal.com.mx/nacion/politica/renuncia-carlos-urzua-la-secretaria-de-hacienda … vía @El_Universal_Mx Reply Retweet Like","Jose Hoyos   ","@Pepe1807 ","2019-07-09",NA,NA,NA,"🐍Renuncia Carlos Urzúa a la Secretaría de Hacienda; acusa imposiciones....  Renuncia que ya se veía venir....  https://www.eluniversal.com.mx/nacion/politica/renuncia-carlos-urzua-la-secretaria-de-hacienda … vía @El_Universal_Mx","","@El_Universal_Mx","Renuncia, Carlos, Urzúa, Secretaría, Hacienda, Renuncia"
"20",20,"Virgulilla  @FabuloZaZoy 34m 34 minutes ago More Replying to @c4rIit0s @HernanGomezB and 2 others Sea cual haya sido la razón, realmente me alegro. Su falta de objetividad y perversión para “construir” destruyendo, no conduce a ningún lado.   Y por si quedaba duda de la integridad de la 4T, la renuncia de Carlos Urzúa. Reply Retweet Like 1","Virgulilla  ","@FabuloZaZoy ","2019-07-09",NA,1,NA,"REPLYING TO @c4rIit0s @HernanGomezB and 2 others Sea cual haya sido la razón, realmente me alegro. Su falta de objetividad y perversión para “construir” destruyendo, no conduce a ningún lado.   Y por si quedaba duda de la integridad de la 4T, la renuncia de Carlos Urzúa.","","@c4rIit0s, @HernanGomezB","Sea, Su, Carlos, Urzúa"
"21",21,"Josepht_1524  @JoeSalazarMtz 34m 34 minutes ago More Carlos Urzúa renuncia a la Secretaría de Hacienda  Reply Retweet Like","Josepht_1524  ","@JoeSalazarMtz ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a la Secretaría de Hacienda","","","Carlos, Urzúa, Secretaría, Hacienda"
"22",22,"Alexander Anderson  @alexandersongif 34m 34 minutes ago More Replying to @lopezobrador_ @Miriam_Junne Chairos criticando a Urzúa en 3, 2, 1... Reply Retweet Like","Alexander Anderson  ","@alexandersongif ","2019-07-09",NA,NA,NA,"REPLYING TO @lopezobrador_ @Miriam_Junne Chairos criticando a Urzúa en 3, 2, 1...","","@lopezobrador_, @Miriam_Junne","Chairos, Urzúa"
"23",23,"Tres Monos Sabios  @TresMonosSabios 34m 34 minutes ago More #FelizMartes Sobre todo, a los detractores de AMLO, que ven cómo se están yendo más funcionarios del gabinete. Carlos Urzúa es el nuevo titular que deja su cargo, el ahora ex secretario de SHCP argumenta discrepancias en materia económica como el motivo de su renuncia.  Reply Retweet Like","Tres Monos Sabios  ","@TresMonosSabios ","2019-07-09",NA,NA,NA,"#FelizMartes Sobre todo, a los detractores de AMLO, que ven cómo se están yendo más funcionarios del gabinete. Carlos Urzúa es el nuevo titular que deja su cargo, el ahora ex secretario de SHCP argumenta discrepancias en materia económica como el motivo de su renuncia.","#FelizMartes","","FelizMartes, Sobre, AMLO, Carlos, Urzúa, SHCP"
"24",24,"La Tia  @mcalcagno3 34m 34 minutes ago More Replying to @CarlosUrzuaSHCP Señor Urzua, lo felicito por esta valiente decisión! Y que Dios agarre confesado a  Reply Retweet Like","La Tia  ","@mcalcagno3 ","2019-07-09",NA,NA,NA,"REPLYING TO @CarlosUrzuaSHCP Señor Urzua, lo felicito por esta valiente decisión! Y que Dios agarre confesado a","","@CarlosUrzuaSHCP","Señor, Urzua, Dios"
"25",25,"El Contribuyente  @contribuyente_ 34m 34 minutes ago More Arturo Herrera reemplaza a Urzúa como titular de Hacienda - https://www.elcontribuyente.mx/2019/07/arturo-herrera-reemplaza-a-urzua/ … Reply Retweet Like","El Contribuyente  ","@contribuyente_ ","2019-07-09",NA,NA,NA,"Arturo Herrera reemplaza a Urzúa como titular de Hacienda - https://www.elcontribuyente.mx/2019/07/arturo-herrera-reemplaza-a-urzua/ …","","","Arturo, Herrera, Urzúa, Hacienda"
"26",26,"_AninA_  @aninayatay 34m 34 minutes ago More El peso y bolsa se hunden tras la renuncia de Urzúa • Forbes México  Reply Retweet Like","_AninA_  ","@aninayatay ","2019-07-09",NA,NA,NA,"El peso y bolsa se hunden tras la renuncia de Urzúa • Forbes México","","","El, Urzúa, Forbes, México"
"27",27,"JuanitoElCaminador  @JohnnieElWalker 34m 34 minutes ago More Replying to @gabrielguerrac Y la renuncia de Urzúa le pone en la madre al mínimo optimismo. Reply Retweet Like","JuanitoElCaminador  ","@JohnnieElWalker ","2019-07-09",NA,NA,NA,"REPLYING TO @gabrielguerrac Y la renuncia de Urzúa le pone en la madre al mínimo optimismo.","","@gabrielguerrac","Urzúa"
"28",28,"tusdea  @tusdea 34m 34 minutes ago More ¿Ya declaró algo el viejito maligno sobre la dimisión de Carlos Urzua? Reply Retweet Like","tusdea  ","@tusdea ","2019-07-09",NA,NA,NA,"¿Ya declaró algo el viejito maligno sobre la dimisión de Carlos Urzua?","","","Ya, Carlos, Urzua"
"29",29,"edgar ฅ(≚ᄌ≚)  @edgarnomas 34m 34 minutes ago More edgar ฅ(≚ᄌ≚) Retweeted Carlos Urzúa Urge hilo de Urzúa y AMLO  edgar ฅ(≚ᄌ≚) added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet Like","edgar ฅ","@edgarnomas ","2019-07-09",NA,NA,NA,"(≚ᄌ≚)edgar ฅ(≚ᄌ≚) Retweeted Carlos Urzúa Urge hilo de Urzúa y AMLO  edgar ฅ(≚ᄌ≚) added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","","@CarlosUrzuaSHCP","Retweeted, Carlos, Urzúa, Urge, Urzúa, AMLO, Carlos, Urzúa, Verified, Agradezco, México"
"30",30,"Tomás González Corro  @TomasGlezCorro 34m 34 minutes ago More #México La renuncia de #Urzúa como Secretario de Hacienda, es la comprobación de la pésima y errada política económica de #AMLO y #Morena. Obvio, sus ciegos seguidores no lo entienden, por eso aplauden obedientes a su #Ayatola... Reply Retweet Like","Tomás González Corro  ","@TomasGlezCorro ","2019-07-09",NA,NA,NA,"#México La renuncia de #Urzúa como Secretario de Hacienda, es la comprobación de la pésima y errada política económica de #AMLO y #Morena. Obvio, sus ciegos seguidores no lo entienden, por eso aplauden obedientes a su #Ayatola...","#México, #Urzúa, #AMLO, #Morena, #Ayatola","","México, La, Urzúa, Secretario, Hacienda, AMLO, Morena, Obvio, Ayatola"
"31",31,"Pamela Ventura  @satelite_p 34m 34 minutes ago More Pamela Ventura Retweeted Andrés Manuel ¿López Obrador leyó la carta de Carlos Urzúa? Parece que no.  Pamela Ventura added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.… Reply Retweet Like","Pamela Ventura  ","@satelite_p ","2019-07-09",NA,NA,NA,"Pamela Ventura Retweeted Andrés Manuel ¿López Obrador leyó la carta de Carlos Urzúa? Parece que no.  Pamela Ventura added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.…","","@lopezobrador_","Pamela, Ventura, Retweeted, Andrés, Manuel, López, Obrador, Carlos, Urzúa, Parece, Pamela, Ventura, Andrés, Manuel, Verified, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía"
"32",32,"Roberto Medrano  @robert_mglz 34m 34 minutes ago More Se hubiera esperado Urzúa a que iniciaran vacaciones en el SAT  ya no más iba hasta el viernes vato. Reply Retweet Like","Roberto Medrano  ","@robert_mglz ","2019-07-09",NA,NA,NA,"Se hubiera esperado Urzúa a que iniciaran vacaciones en el SAT  ya no más iba hasta el viernes vato.","","","Se, Urzúa, SAT"
"33",33,"Gerardo Martínez  @GeMartz 34m 34 minutes ago More Bolsa mexicana amplía pérdidas luego de la renuncia de Carlos Urzúa  Reply Retweet Like","Gerardo Martínez  ","@GeMartz ","2019-07-09",NA,NA,NA,"Bolsa mexicana amplía pérdidas luego de la renuncia de Carlos Urzúa","","","Bolsa, Carlos, Urzúa"
"34",34,"Mario Campa  @mario_campa 34m 34 minutes ago More Una de las políticas que más incomodaron a Urzúa fue el bajón de impuestos en la frontera, que traerá 90,000 mdp menos en recaudación que se pudieron ir a la emergencia financiera en Pemex.  Esa política no tiene sustento empírico. Fue una transferencia a las empresas fronterizas Reply Retweet Like","Mario Campa  ","@mario_campa ","2019-07-09",NA,NA,NA,"Una de las políticas que más incomodaron a Urzúa fue el bajón de impuestos en la frontera, que traerá 90,000 mdp menos en recaudación que se pudieron ir a la emergencia financiera en Pemex.  Esa política no tiene sustento empírico. Fue una transferencia a las empresas fronterizas","","","Una, Urzúa, Pemex, Esa, Fue"
"35",35,"adolfo  @adolfoReportero 34m 34 minutes ago More Renuncia el secretario de Hacienda de México, Carlos Urzúa https://acontecersanluis.wordpress.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … Reply Retweet Like","adolfo  ","@adolfoReportero ","2019-07-09",NA,NA,NA,"Renuncia el secretario de Hacienda de México, Carlos Urzúa https://acontecersanluis.wordpress.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ …","","","Renuncia, Hacienda, México, Carlos, Urzúa"
"36",36,"emiliocoro  @emiliocoro 34m 34 minutes ago More Replying to @Miriam_Junne Urzúa era la mano derecha. Estuvo TODO el proceso. Damn. Reply Retweet Like","emiliocoro  ","@emiliocoro ","2019-07-09",NA,NA,NA,"REPLYING TO @Miriam_Junne Urzúa era la mano derecha. Estuvo TODO el proceso. Damn.","","@Miriam_Junne","Urzúa, Estuvo, TODO, Damn"
"37",37,"Pedro Mávil  @PedroMavil 34m 34 minutes ago More Paradójico, pero a pesar de no compartir casi nada de la #4T no me da gusto que Carlos Urzúa renuncie de tal forma. Si este gobierno no se abre a la autocrítica, la transformación prometida será desastrosamente histórica. Reply Retweet Like","Pedro Mávil  ","@PedroMavil ","2019-07-09",NA,NA,NA,"Paradójico, pero a pesar de no compartir casi nada de la #4T no me da gusto que Carlos Urzúa renuncie de tal forma. Si este gobierno no se abre a la autocrítica, la transformación prometida será desastrosamente histórica.","#4T","","Paradójico, Carlos, Urzúa, Si"
"38",38,"Análisis Periodísticos BCS  @Analisis_BCS 34m 34 minutes ago More Circula en redes sociales la que podría ser la carta en la que Carlos Urzúa presentó su renuncia a la #SHCP, cargo que ocupará Arturo Herrera Gutierrez, el cual fue presentado por #AMLO a través de sus redes sociales... Reply Retweet Like","Análisis Periodísticos BCS  ","@Analisis_BCS ","2019-07-09",NA,NA,NA,"Circula en redes sociales la que podría ser la carta en la que Carlos Urzúa presentó su renuncia a la #SHCP, cargo que ocupará Arturo Herrera Gutierrez, el cual fue presentado por #AMLO a través de sus redes sociales...","#SHCP, #AMLO","","Circula, Carlos, Urzúa, SHCP, Arturo, Herrera, Gutierrez, AMLO"
"39",39,"Jorge Álvarez Máynez Verified account  @AlvarezMaynez 34m 34 minutes ago More Fiel a su costumbre, el presidente reacciona a la renuncia de @CarlosUrzuaSHCP con el hígado:  “no está conforme con las decisiones que estamos tomando y nosotros tenemos el compromiso de cambiar la política económica”  Si alguien intentó cambiar el modelo fue Urzúa. Él. No Romo. Reply Retweet Like","Jorge Álvarez Máynez Verified account  ","@AlvarezMaynez ","2019-07-09",NA,NA,NA,"Fiel a su costumbre, el presidente reacciona a la renuncia de @CarlosUrzuaSHCP con el hígado:  “no está conforme con las decisiones que estamos tomando y nosotros tenemos el compromiso de cambiar la política económica”  Si alguien intentó cambiar el modelo fue Urzúa. Él. No Romo.","","@CarlosUrzuaSHCP","Fiel, Si, Urzúa, No, Romo"
"40",40,"Acontecer San Luis  @Acontecersl 34m 34 minutes ago More Renuncia el secretario de Hacienda de México, Carlos Urzúa https://acontecersanluis.wordpress.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … Reply Retweet Like","Acontecer San Luis  ","@Acontecersl ","2019-07-09",NA,NA,NA,"Renuncia el secretario de Hacienda de México, Carlos Urzúa https://acontecersanluis.wordpress.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ …","","","Renuncia, Hacienda, México, Carlos, Urzúa"
"41",41,"Sandra de los Santos  @pitzyta 34m 34 minutes ago More Tres cosas que necesita saber:  1. Renunció el Secretario de Hacienda, Carlos Urzúa. 2. El dólar se disparó a 19.15  3. Ya hay nuevo Secretario de Hacienda es: Arturo Herrera.  #SigaConSuDía Reply Retweet Like","Sandra de los Santos  ","@pitzyta ","2019-07-09",NA,NA,NA,"Tres cosas que necesita saber:  1. Renunció el Secretario de Hacienda, Carlos Urzúa. 2. El dólar se disparó a 19.15  3. Ya hay nuevo Secretario de Hacienda es: Arturo Herrera.  #SigaConSuDía","#SigaConSuDía","","Tres, Renunció, Secretario, Hacienda, Carlos, Urzúa, El, Ya, Secretario, Hacienda, Arturo, Herrera, SigaConSuDía"
"42",42,"Lic Perafán  @Lic_Perafan 34m 34 minutes ago More Se desploman el peso y la bolsa tras la renuncia de Carlos Urzúa https://youtu.be/vipLJTVwL8A  vía @YouTube Reply Retweet Like","Lic Perafán  ","@Lic_Perafan ","2019-07-09",NA,NA,NA,"Se desploman el peso y la bolsa tras la renuncia de Carlos Urzúa https://youtu.be/vipLJTVwL8A  vía @YouTube","","@YouTube","Se, Carlos, Urzúa, LJTVwL8A"
"43",43,"Juan Castillo #RedAMLOVEJalisco  @johnerencastle9 34m 34 minutes ago More Amigas, amigos y #RedAMLO Guardemos la calma con este tema de la renuncia de Carlos Urzua, que la #OposicionDe5ta hoy toma como bandera de ataque. Recordemos que esta 4T no es fácil! Cerremos filas y sigamos adelante #FueraMáscarasCNDH #ReprobadoPoderJudicial Reply Retweet Like","Juan Castillo ","@johnerencastle9 ","2019-07-09",NA,NA,NA,"#Amigas, amigos y #RedAMLO Guardemos la calma con este tema de la renuncia de Carlos Urzua, que la #OposicionDe5ta hoy toma como bandera de ataque. Recordemos que esta 4T no es fácil! Cerremos filas y sigamos adelante #FueraMáscarasCNDH #ReprobadoPoderJudicial","#Amigas, #RedAMLO, #OposicionDe5ta, #FueraMáscarasCNDH, #ReprobadoPoderJudicial","","Amigas, RedAMLO, Guardemos, Carlos, Urzua, OposicionDe5ta, Recordemos, Cerremos, FueraMáscarasCNDH, ReprobadoPoderJudicial"
"44",44,"Marco  @marcpolitik 34m 34 minutes ago More Honestamente la Renuncia de Carlos Urzua y sus razones hablan más de lo mal que manejaba con su equipo la política interna en el Gabinete. Si no sabes coinciliar con otras secretarias, ¿Qué haces ahí? Reply Retweet Like","Marco  ","@marcpolitik ","2019-07-09",NA,NA,NA,"Honestamente la Renuncia de Carlos Urzua y sus razones hablan más de lo mal que manejaba con su equipo la política interna en el Gabinete. Si no sabes coinciliar con otras secretarias, ¿Qué haces ahí?","","","Honestamente, Renuncia, Carlos, Urzua, Gabinete, Si, Qué"
"45",45,"Tania Aguayo Ávalos  @taniaguayo 34m 34 minutes ago More Tania Aguayo Ávalos Retweeted Carlos Urzúa Si la carta de renuncia de Germán Martínez estaba fuerte, la de Carlos Urzúa es de otro nivel: ""decisiones de política pública sin el suficiente sustento"" e ""imposición de funcionarios"". Apuesto a que AMLO va a salir a decir que respeta a Urzúa pero no compate su punto de vista.  Tania Aguayo Ávalos added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet Like","Tania Aguayo Ávalos  ","@taniaguayo ","2019-07-09",NA,NA,NA,"Tania Aguayo Ávalos Retweeted Carlos Urzúa Si la carta de renuncia de Germán Martínez estaba fuerte, la de Carlos Urzúa es de otro nivel: ""decisiones de política pública sin el suficiente sustento"" e ""imposición de funcionarios"". Apuesto a que AMLO va a salir a decir que respeta a Urzúa pero no compate su punto de vista.  Tania Aguayo Ávalos added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","","@CarlosUrzuaSHCP","Tania, Aguayo, Retweeted, Carlos, Urzúa, Si, Germán, Martínez, Carlos, Urzúa, Apuesto, AMLO, Urzúa, Tania, Aguayo, Carlos, Urzúa, Verified, Agradezco, México"
